zeit,psi_mem_some_avg10,psi_mem_full_avg10,psi_io_some_avg10,psi_mem_some_total_us,majfault_s,pswpin_s,pswpout_s,memavail_mib,swap_used_mib
07:06:43,0.0,0.0,3.3,35456767,653.5,10.6,0.0,120655,4198
07:06:48,0.0,0.0,8.09,35456767,20.8,0.0,0.0,120536,4198
07:06:53,0.0,0.0,10.85,35456777,107.8,6.4,0.0,120048,4198
07:06:58,0.0,0.0,6.62,35456777,212.8,0.0,0.0,119713,4198
07:07:03,0.0,0.0,8.18,35456777,540.9,2.0,0.0,120246,4198
07:07:08,0.0,0.0,4.76,35456777,5.2,0.0,0.0,119396,4198
07:07:13,0.0,0.0,3.19,35456777,1.8,0.4,0.0,119327,4198
07:07:18,0.0,0.0,1.75,35456777,1.2,0.0,0.0,118652,4198
07:07:23,0.0,0.0,1.32,35456784,9.6,2.8,0.0,118168,4198
07:07:28,0.0,0.0,1.14,35456784,42.6,0.0,0.0,39147,4198
07:07:33,0.0,0.0,0.77,35456784,2.2,0.4,0.0,38933,4198
07:07:38,0.0,0.0,0.42,35456784,1.6,0.0,0.0,38746,4198
07:07:43,0.0,0.0,0.28,35456784,2.0,0.0,0.0,38577,4198
07:07:48,0.0,0.0,0.15,35456784,1.8,0.0,0.0,38513,4198
07:07:53,0.0,0.0,0.1,35456786,4.0,2.2,0.0,38471,4198
07:07:58,0.0,0.0,0.05,35456786,2.0,0.0,0.0,38335,4198
07:08:03,0.0,0.0,0.03,35456786,2.2,0.0,0.0,38212,4198
07:08:08,0.0,0.0,0.01,35456786,2.0,0.0,0.0,38131,4198
07:08:13,0.0,0.0,0.01,35456786,1.8,0.0,0.0,38004,4198
07:08:18,0.0,0.0,0.0,35456786,2.4,0.0,0.0,38221,4198
07:08:23,0.0,0.0,0.0,35456786,6.0,3.6,0.0,38125,4198
07:08:28,0.0,0.0,0.0,35456786,1.6,0.0,0.0,38015,4198
07:08:33,0.0,0.0,0.0,35456786,1.6,0.0,0.0,37940,4198
07:08:38,0.0,0.0,0.0,35456786,1.4,0.2,0.0,37909,4198
07:08:43,0.0,0.0,0.0,35456786,1.2,0.0,0.0,37564,4197
07:08:48,0.0,0.0,0.0,35456786,2.0,0.0,0.0,37454,4197
07:08:53,0.0,0.0,0.0,35456786,3.2,2.0,0.0,37400,4197
07:08:58,0.0,0.0,0.0,35456786,1.8,0.0,0.0,37367,4197
07:09:03,0.0,0.0,0.0,35456786,2.8,0.2,0.0,37704,4197
07:09:08,0.0,0.0,0.0,35456786,1.8,0.2,0.0,37776,4197
07:09:13,0.0,0.0,0.0,35456786,2.0,0.0,0.0,37861,4197
07:09:18,0.0,0.0,0.0,35456786,2.2,0.0,0.0,37819,4197
07:09:23,0.0,0.0,0.0,35456789,4.6,2.4,0.0,37877,4197
07:09:28,0.0,0.0,0.0,35456789,2.0,0.0,0.0,37886,4197
07:09:33,0.0,0.0,0.0,35456789,1.8,0.0,0.0,37944,4197
07:09:38,0.0,0.0,0.0,35456789,2.0,0.2,0.0,37913,4197
07:09:43,0.0,0.0,0.0,35456789,1.8,0.0,0.0,37918,4197
07:09:48,0.0,0.0,0.0,35456789,1.8,0.0,0.0,37962,4197
07:09:53,0.0,0.0,0.0,35456789,3.6,1.6,0.0,37966,4197
07:09:58,0.0,0.0,0.0,35456789,1.6,0.0,0.0,37909,4197
07:10:03,0.0,0.0,0.0,35456789,1.6,0.0,0.0,37830,4197
07:10:08,0.0,0.0,0.0,35456789,1.6,0.0,0.0,37747,4197
07:10:13,0.0,0.0,0.0,35456789,1.8,0.0,0.0,37654,4197
07:10:18,0.0,0.0,0.0,35456789,1.6,0.0,0.0,37591,4197
07:10:23,0.0,0.0,0.0,35456790,2.8,1.2,0.0,37551,4197
07:10:28,0.0,0.0,0.0,35456790,0.8,0.0,0.0,37159,4197
07:10:33,0.0,0.0,0.0,35456790,2.2,1.4,0.0,37122,4197
07:10:38,0.0,0.0,0.0,35456790,1.8,0.0,0.0,37044,4197
07:10:43,0.0,0.0,0.0,35456790,2.2,0.0,0.0,37285,4197
07:10:48,0.0,0.0,0.0,35456790,2.0,0.0,0.0,37229,4197
07:10:53,0.0,0.0,0.0,35456790,4.6,4.0,0.0,37216,4197
07:10:58,0.0,0.0,0.0,35456790,1.8,0.0,0.0,37224,4197
