zeit,psi_mem_some_avg10,psi_mem_full_avg10,psi_io_some_avg10,psi_mem_some_total_us,majfault_s,pswpin_s,pswpout_s,memavail_mib,swap_used_mib
06:36:13,0.0,0.0,12.93,31423460,636.8,0.6,0.0,120370,4156
06:36:18,0.0,0.0,11.68,31423460,20.0,0.0,0.0,120234,4156
06:36:23,0.0,0.0,12.51,31423460,102.6,0.8,0.0,119798,4156
06:36:28,0.0,0.0,7.53,31423460,225.4,14.6,0.0,119414,4156
06:36:33,0.0,0.0,7.29,31423550,544.2,0.8,0.0,119652,4156
06:36:38,0.0,0.0,4.39,31423562,15.2,1.6,0.0,118790,4156
06:36:43,0.0,0.0,2.94,31423562,1.6,0.2,0.0,119075,4156
06:36:48,0.0,0.0,1.61,31423562,1.6,0.6,0.0,118486,4156
06:36:53,0.0,0.0,1.23,31423562,6.4,0.2,0.0,117783,4156
06:36:58,0.0,0.0,1.06,31423562,43.6,0.0,0.0,38876,4155
06:37:03,0.0,0.0,0.71,31423562,1.6,0.0,0.0,38783,4155
06:37:08,0.0,0.0,0.39,31423562,2.0,0.0,0.0,38706,4155
06:37:13,0.0,0.0,0.26,31423562,1.6,0.0,0.0,38612,4155
06:37:18,0.0,0.0,0.14,31423562,1.6,0.0,0.0,38530,4155
06:37:23,0.0,0.0,0.09,31423562,2.2,0.4,0.0,38424,4155
06:37:28,0.0,0.0,0.05,31423562,2.0,0.0,0.0,38330,4155
06:37:33,0.0,0.0,0.03,31423562,2.0,0.0,0.0,38211,4155
06:37:38,0.0,0.0,0.01,31423562,1.6,0.0,0.0,38120,4155
06:37:43,0.0,0.0,0.01,31423562,1.6,0.0,0.0,37989,4155
06:37:48,0.0,0.0,0.0,31423562,2.0,0.0,0.0,37901,4155
06:37:53,0.0,0.0,0.0,31423562,1.8,0.2,0.0,37822,4155
06:37:58,0.0,0.0,0.0,31423562,1.6,0.0,0.0,37780,4155
06:38:03,0.0,0.0,0.0,31423562,2.2,0.0,0.0,37696,4155
06:38:08,0.0,0.0,0.0,31423562,1.6,0.0,0.0,37626,4155
06:38:13,0.0,0.0,0.0,31423562,1.8,0.0,0.0,37701,4155
06:38:18,0.0,0.0,0.0,31423562,1.8,0.2,0.0,37673,4155
06:38:23,0.0,0.0,0.0,31423562,1.8,0.0,0.0,37608,4155
06:38:28,0.0,0.0,0.0,31423562,1.4,0.0,0.0,37631,4155
06:38:33,0.0,0.0,0.0,31423562,2.2,0.0,0.0,37600,4155
06:38:38,0.0,0.0,0.0,31423562,1.4,0.0,0.0,37605,4155
06:38:43,0.0,0.0,0.0,31423562,1.6,0.0,0.0,37281,4155
06:38:48,0.0,0.0,0.0,31423562,6.8,11.0,0.0,37390,4154
06:38:53,0.0,0.0,0.0,31423562,1.6,0.0,0.0,37400,4154
06:38:58,0.0,0.0,0.0,31423562,1.6,0.0,0.0,37441,4154
06:39:03,0.0,0.0,0.0,31423562,1.6,0.0,0.0,37493,4154
06:39:08,0.0,0.0,0.0,31423562,1.8,0.0,0.0,37535,4154
06:39:13,0.0,0.0,0.0,31423562,1.6,0.0,0.0,37587,4154
06:39:18,0.0,0.0,0.0,31423562,1.6,0.0,0.0,37575,4154
06:39:23,0.0,0.0,0.0,31423562,2.0,0.0,0.0,37920,4154
