zeit,psi_mem_some_avg10,psi_mem_full_avg10,psi_io_some_avg10,psi_mem_some_total_us,majfault_s,pswpin_s,pswpout_s,memavail_mib,swap_used_mib
12:55:38,0.0,0.0,2.75,31236623,638.2,5.8,0.0,120460,4055
12:55:43,0.0,0.0,7.24,31236623,31.0,0.0,0.0,120368,4055
12:55:48,0.0,0.0,7.57,31236623,132.6,0.8,0.0,119841,4055
12:55:53,0.0,0.0,5.5,31236623,221.1,0.2,0.0,119510,4055
12:55:58,0.0,0.0,6.67,31236623,540.6,1.2,0.0,119941,4055
12:56:03,0.0,0.0,3.66,31236623,5.0,0.0,0.0,118927,4055
12:56:08,0.0,0.0,2.63,31236623,1.8,0.0,0.0,119114,4055
12:56:13,0.0,0.0,1.44,31236623,1.2,0.0,0.0,118430,4055
12:56:18,0.0,0.0,0.97,31236623,47.2,0.0,0.0,102322,4055
12:56:23,0.0,0.0,1.19,31236623,11.8,1.0,0.0,38875,4055
12:56:28,0.0,0.0,0.8,31236623,1.6,0.0,0.0,38747,4055
12:56:33,0.0,0.0,0.43,31236623,15.2,15.2,0.0,38621,4055
12:56:38,0.0,0.0,0.29,31236623,2.0,2.0,0.0,38506,4055
12:56:43,0.0,0.0,0.16,31236623,4.4,3.4,0.0,38369,4055
12:56:48,0.0,0.0,0.1,31236623,2.0,0.8,0.0,38268,4055
12:56:53,0.0,0.0,0.05,31236623,1.6,0.0,0.0,38171,4055
12:56:58,0.0,0.0,0.03,31236623,14.6,20.6,0.0,38039,4055
12:57:03,0.0,0.0,0.02,31236623,1.6,0.0,0.0,37913,4055
12:57:08,0.0,0.0,0.01,31236623,5.2,6.4,0.0,37817,4055
12:57:13,0.0,0.0,0.0,31236623,2.4,0.0,0.0,38149,4055
12:57:18,0.0,0.0,0.0,31236623,1.8,0.2,0.0,38098,4055
12:57:23,0.0,0.0,0.0,31236623,1.8,0.0,0.0,38053,4055
12:57:28,0.0,0.0,0.0,31236623,1.8,0.0,0.0,37980,4055
12:57:33,0.0,0.0,0.0,31236623,2.4,0.6,0.0,37914,4055
12:57:38,0.0,0.0,0.0,31236623,1.8,0.0,0.0,37860,4055
12:57:43,0.0,0.0,0.0,31236623,1.6,0.0,0.0,37809,4055
